 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"2945143","WBS","Webster Financial Corp.",5429845,$268668730.6,0.0181589998,"Regional Banks","US",---
,"2241205","CW","Curtiss-Wright Corp.",1204109,$267998540.13,0.0181137024,"Aerospace & Defense","US",---
,"2040640","JLL","Jones Lang LaSalle Inc.",1501878,$265922518.68,0.0179733866,"Real Estate Services","US",---
,"B8DMK08","THC","Tenet Healthcare Corp.",3204936,$265176404.64,0.0179229576,"Health Care Facilities","US",---
,"2883890","TTEK","Tetra Tech Inc.",1669729,$264117733.22,0.0178514033,"Environmental & Facilities Services","US",---
,"B033TJ7","TXRH","Texas Roadhouse Inc. Class A",2098338,$263803053.36,0.0178301345,"Restaurants","US",---
,"2954194","MTN","Vail Resorts Inc.",1187749,$263680278,0.0178218362,"Leisure Facilities","US",---
,"2506658","LSCC","Lattice Semiconductor Corp.",4331288,$263602187.68,0.0178165582,"Semiconductors","US",---
,"BMD02L5","PATH","UiPath Inc. Class A",11462257,$263402665.86,0.0178030728,"Systems Software","US",---
,"BDDQ975","ELF","elf Beauty Inc.",1649681,$263173609.93,0.0177875911,"Personal Care Products","US",---
,"2428042","SKX","Skechers USA Inc. Class A",4207257,$262701127.08,0.0177556566,"Footwear","US",---
,"BMF9NM8","AFRM","Affirm Holdings Inc.",6484609,$262691510.59,0.0177550066,"Transaction & Payment Processing Service","US",---
,"BHLNZ89","SWAV","Shockwave Medical Inc.",1156121,$261572376.25,0.0176793657,"Health Care Equipment","US",---
,"2437264","HRL","Hormel Foods Corp.",8594502,$261015025.74,0.017641695,"Packaged Foods & Meats","US",---
,"BN7P9B2","FRT","Federal Realty Investment Trust",2558875,$260314353.75,0.0175943374,"Retail REITs","US",---
,"2969637","DKS","Dick's Sporting Goods Inc.",1742170,$259705281.9,0.017553171,"Other Specialty Retail","US",---
,"2948089","WWD","Woodward Inc.",1884426,$259617370.02,0.0175472291,"Aerospace & Defense","US",---
,"BYYXHN4","WING","Wingstop Inc.",921811,$259130290.21,0.017514308,"Restaurants","US",---
,"2455761","EGP","EastGroup Properties Inc.",1458042,$258700392.06,0.0174852517,"Industrial REITs","US",---
,"2202473","CLH","Clean Harbors Inc.",1532827,$257453622.92,0.017400984,"Environmental & Facilities Services","US",---
,"B50K3X8","PRI","Primerica Inc.",1097191,$256918244.56,0.0173647984,"Life & Health Insurance","US",---
,"BJJMGL2","FOXA","Fox Corp. Class A",7946045,$256657253.5,0.0173471584,"Broadcasting","US",---
,"2216991","TPX","Tempur Sealy International Inc.",5139172,$256393291.08,0.0173293175,"Home Furnishings","US",---
,"2194105","CHDN","Churchill Downs Inc.",2117515,$256155789.55,0.017313265,"Casinos & Gaming","US",---
,"2515030","LAD","Lithia Motors Inc.",867185,$255689497.25,0.0172817489,"Automotive Retail","US",---
,"2433842","UNM","Unum Group",5213398,$252015659.32,0.0170334385,"Life & Health Insurance","US",---
,"BDSFG98","FTI","TechnipFMC plc",13030333,$252006640.22,0.0170328289,"Oil & Gas Equipment & Services","GB",---
,"BWTN5N1","ETSY","Etsy Inc.",3779184,$251542487.04,0.0170014574,"Broadline Retail","US",---
,"2111955","BWA","BorgWarner Inc.",7391784,$250581477.6,0.0169365039,"Automotive Parts & Equipment","US",---
,"BKZ7N95","ONTO","Onto Innovation Inc.",1551071,$250497966.5,0.0169308595,"Semiconductor Materials & Equipment","US",---
,"2110703","RHI","Robert Half Inc.",3146182,$250247316.28,0.0169139183,"Human Resource & Employment Services","US",---
,"2341484","FHN","First Horizon Corp.",17551437,$249932462.88,0.0168926378,"Regional Banks","US",---
,"BG0T321","DBX","Dropbox Inc. Class A",7870253,$249329615.04,0.016851892,"Application Software","US",---
,"BNXKS92","CNM","Core & Main Inc. Class A",6027490,$248995611.9,0.0168293171,"Trading Companies & Distributors","US",---
,"B1FLZ21","CIEN","Ciena Corp.",4678927,$247983131,0.0167608847,"Communications Equipment","US",---
,"2191399","EXP","Eagle Materials Inc.",1094935,$247761891.8,0.0167459314,"Construction Materials","US",---
,"BKDS4H5","BILL","BILL Holdings Inc.",3172482,$247612220.1,0.0167358153,"Application Software","US",---
,"B3SKZK7","COLD","Americold Realty Trust Inc.",8987362,$247152455,0.0167047403,"Industrial REITs","US",---
,"2457864","IMGN","ImmunoGen Inc.",8412618,$246657959.76,0.016671318,"Biotechnology","US",---
,"B2Q8249","GPK","Graphic Packaging Holding Co.",9632121,$245715406.71,0.016607612,"Paper & Plastic Packaging Products & Materials","US",---
,"2276467","DCI","Donaldson Co. Inc.",3804196,$245713019.64,0.0166074506,"Industrial Machinery & Supplies & Compon","US",---
,"2010278","AGCO","AGCO Corp.",2005746,$245362908.18,0.016583787,"Agricultural & Farm Machinery","US",---
,"B0GLYB5","RBC","RBC Bearings Inc.",913511,$245314243.94,0.0165804978,"Industrial Machinery & Supplies & Compon","US",---
,"B4JSZL8","FN","Fabrinet",1144869,$244440980.19,0.016521475,"Electronic Manufacturing Services","KY",---
,"2048804","PNW","Pinnacle West Capital Corp.",3545199,$244264211.1,0.0165095274,"Electric Utilities","US",---
,"2036047","FIX","Comfort Systems USA Inc.",1122876,$244191843.72,0.0165046361,"Construction & Engineering","US",---
,"B570P91","LEA","Lear Corp.",1830189,$243232118.1,0.0164397694,"Automotive Parts & Equipment","US",---
,"2809250","SSD","Simpson Manufacturing Co. Inc.",1341090,$242723879.1,0.0164054182,"Building Products","US",---
,"2366799","GNTX","Gentex Corp.",7312595,$242266272.35,0.0163744891,"Automotive Parts & Equipment","US",---
,"BBBSBJ5","CYTK","Cytokinetics Inc.",3099950,$242199093.5,0.0163699485,"Biotechnology","US",---
,"BN2RYW9","NOV","NOV Inc.",12395120,$241828791.2,0.0163449202,"Oil & Gas Equipment & Services","US",---
,"2277880","OLED","Universal Display Corp.",1416432,$240467660.64,0.016252923,"Semiconductors","US",---
,"2159267","CACI","CACI International Inc. Class A",698083,$239952069.59,0.0162180749,"Research & Consulting Services","US",---
,"BKWQ2N2","VOYA","Voya Financial Inc.",3304797,$239168158.89,0.0161650913,"Diversified Financial Services","US",---
,"2590930","MIDD","Middleby Corp.",1691713,$238649952.91,0.0161300663,"Industrial Machinery & Supplies & Compon","US",---
,"BYQRG48","NTRA","Natera Inc.",3613059,$238245110.46,0.0161027035,"Biotechnology","US",---
,"BH3XG17","ARMK","Aramark",8191576,$238211030.08,0.0161004001,"Restaurants","US",---
,"B9CGTC3","NCLH","Norwegian Cruise Line Holdings Ltd.",13347896,$237592548.8,0.0160585976,"Hotels, Resorts & Cruise Lines","BM",---
,"2632003","NYT","New York Times Co. Class A",4882183,$237078806.48,0.0160238744,"Publishing","US",---
,"2755706","RGLD","Royal Gold Inc.",2068886,$236659869.54,0.015995559,"Gold","US",---
,"BZ0W624","BWXT","BWX Technologies Inc.",2878232,$234518343.36,0.0158508158,"Aerospace & Defense","US",---
,"2793610","SEIC","SEI Investments Co.",3686984,$233164868.16,0.015759336,"Asset Management & Custody Banks","US",---
,"B4Q5ZN4","JAZZ","Jazz Pharmaceuticals plc",1894882,$232539919.04,0.0157170964,"Pharmaceuticals","IE",---
,"2818461","AYI","Acuity Brands Inc.",975352,$232289832.32,0.0157001934,"Electrical Components & Equipment","US",---
,"2721967","RMBS","Rambus Inc.",3377890,$231486801.7,0.0156459175,"Semiconductors","US",---
,"BYNPPC6","XRAY","Dentsply Sirona Inc.",6645590,$230934252.5,0.0156085713,"Health Care Supplies","US",---
,"2211811","NNN","NNN REIT Inc.",5697486,$229836585.24,0.0155343813,"Retail REITs","US",---
,"BKTNTR9","PARA","Paramount Global Class B",15735592,$229582287.28,0.0155171936,"Broadcasting","US",---
,"BF5L3T2","ELAN","Elanco Animal Health Inc.",15539411,$229050918.14,0.015481279,"Pharmaceuticals","US",---
,"B3V9F12","PVH","PVH Corp.",1903085,$228865002.1,0.0154687132,"Apparel, Accessories & Luxury Goods","US",---
,"2350684","BEN","Franklin Resources Inc.",8567323,$228147811.49,0.0154202391,"Asset Management & Custody Banks","US",---
,"B65VZ37","ACHC","Acadia Healthcare Co. Inc.",2766176,$227213696.64,0.0153571034,"Health Care Facilities","US",---
,"BN70ZC0","BRBR","BellRing Brands Inc.",4108572,$227080774.44,0.0153481193,"Personal Care Products","US",---
,"BP6D7B7","TOST","Toast Inc. Class A",12765662,$226845813.74,0.0153322386,"Transaction & Payment Processing Service","US",---
,"B8BR3H3","BERY","Berry Global Group Inc.",3458814,$226413964.44,0.0153030504,"Metal, Glass & Plastic Containers","US",---
,"2919290","LNW","Light & Wonder Inc.",2816762,$226411329.56,0.0153028723,"Casinos & Gaming","US",---
,"2663520","OSK","Oshkosh Corp.",2055071,$226263317.1,0.0152928684,"Construction Machinery & Heavy Transport","US",---
,"BDCBC61","MEDP","Medpace Holdings Inc.",773537,$225547918.46,0.0152445154,"Life Sciences Tools & Services","US",---
,"BNG8Z81","COHR","Coherent Corp.",4741606,$225415949.24,0.0152355958,"Electronic Components","US",---
,"BSFWCF5","AXTA","Axalta Coating Systems Ltd.",6936199,$224871571.58,0.0151988019,"Specialty Chemicals","BM",---
,"B081VR8","MORN","Morningstar Inc.",804937,$224818904.1,0.0151952422,"Financial Exchanges & Data","US",---
,"BYX2YJ7","EHC","Encompass Health Corp.",3161757,$224611217.28,0.0151812049,"Health Care Facilities","US",---
,"2404871","MKSI","MKS Instruments Inc.",2107243,$224316017.35,0.0151612527,"Semiconductor Materials & Equipment","US",---
,"BN7CQS9","OWL","Blue Owl Capital Inc. Class A",14376663,$223413343.02,0.015100242,"Asset Management & Custody Banks","US",---
,"2043274","OHI","Omega Healthcare Investors Inc.",7681359,$222759411,0.0150560435,"Health Care REITs","US",---
,"2659109","ORI","Old Republic International Corp.",7911820,$221847432.8,0.014994404,"Property & Casualty Insurance","US",---
,"2828619","SWN","Southwestern Energy Co.",34367269,$221668885.05,0.0149823362,"Oil & Gas Exploration & Production","US",---
,"2328603","FMC","FMC Corp.",3925207,$220596633.4,0.0149098639,"Fertilizers & Agricultural Chemicals","US",---
,"B6197Q2","GNRC","Generac Holdings Inc.",1938834,$220387260.78,0.0148957127,"Electrical Components & Equipment","US",---
,"2849234","SF","Stifel Financial Corp.",3020312,$220331760.4,0.0148919615,"Investment Banking & Brokerage","US",---
,"B7K24P7","INGR","Ingredion Inc.",2047285,$220226447.45,0.0148848435,"Agricultural Products & Services","US",---
,"BDJ0LS6","IONS","Ionis Pharmaceuticals Inc.",4283107,$220108868.73,0.0148768965,"Biotechnology","US",---
,"B1HHB18","KBR","KBR Inc.",4218661,$219834424.71,0.0148583472,"Research & Consulting Services","US",---
,"B19HX21","CELH","Celsius Holdings Inc.",4390380,$219079962,0.0148073539,"Soft Drinks & Non-alcoholic Beverages","US",---
,"BYQ7X81","SITE","SiteOne Landscape Supply Inc.",1413197,$218409596.35,0.0147620447,"Trading Companies & Distributors","US",---
,"B28XP76","IVZ","Invesco Ltd.",13790969,$218311039.27,0.0147553834,"Asset Management & Custody Banks","BM",---
,"2250289","DAR","Darling Ingredients Inc.",5028069,$217715387.7,0.014715124,"Agricultural Products & Services","US",---
,"2212870","CMA","Comerica Inc.",4128152,$217058232.16,0.0146707076,"Diversified Banks","US",---
,"2503994","LSTR","Landstar System Inc.",1125093,$215702829.96,0.0145790976,"Cargo Ground Transportation","US",---
,"2351449","FCN","FTI Consulting Inc.",1124864,$215535191.04,0.0145677671,"Research & Consulting Services","US",---
,"BKPVGH6","PCVX","Vaxcyte Inc.",3001494,$214366701.48,0.0144887903,"Biotechnology","US",---
,"2086309","AIT","Applied Industrial Technologies Inc.",1213940,$214211852.4,0.0144783242,"Trading Companies & Distributors","US",---
,"BM8J4C2","SOFI","SoFi Technologies Inc.",27260822,$213452236.26,0.0144269826,"Consumer Finance","US",---
,"2360757","FR","First Industrial Realty Trust Inc.",4132186,$212890222.72,0.0143889968,"Industrial REITs","US",---
,"2576941","EXEL","Exelixis Inc.",9782498,$212867156.48,0.0143874378,"Biotechnology","US",---
,"BDTZZG7","SAIC","Science Applications International Corp.",1666631,$212762113.46,0.0143803381,"Research & Consulting Services","US",---
,"B64BRQ5","STAG","STAG Industrial Inc.",5723033,$211408839.02,0.0142888719,"Industrial REITs","US",---
,"BCZWJ63","MUSA","Murphy USA Inc.",599487,$211331157.24,0.0142836214,"Automotive Retail","US",---
,"B57VWJ3","SPSC","SPS Commerce Inc.",1149454,$211269645.2,0.0142794639,"Application Software","US",---
,"2105505","HRB","H&R Block Inc.",4508271,$211167413.64,0.0142725542,"Specialized Consumer Services","US",---
,"BLH11J8","PCOR","Procore Technologies Inc.",2952942,$210810529.38,0.0142484328,"Application Software","US",---
,"BFTDJL8","BRX","Brixmor Property Group Inc.",9389971,$210710949.24,0.0142417023,"Retail REITs","US",---
,"BMTVT22","GTLB","Gitlab Inc. Class A",2954118,$210067330.98,0.0141982009,"Systems Software","US",---
,"BYNQ369","ACI","Albertsons Cos. Inc. Class A",9898654,$210049437.88,0.0141969916,"Food Retail","US",---
,"2523334","RRC","Range Resources Corp.",7209104,$209352380.16,0.0141498782,"Oil & Gas Exploration & Production","US",---
,"BKM4N88","PCTY","Paylocity Holding Corp.",1319543,$209028806.63,0.0141280083,"Human Resource & Employment Services","US",---
,"BMBPH06","APG","API Group Corp.",6630371,$208989293.92,0.0141253377,"Construction & Engineering","US",---
,"B0CCGJ4","WAL","Western Alliance Bancorp",3264940,$208825562.4,0.0141142713,"Regional Banks","US",---
,"BMQ60Q1","UFPI","UFP Industries Inc.",1838710,$208601649.5,0.0140991373,"Building Products","US",---
,"2657802","OGE","OGE Energy Corp.",6275095,$208584157.8,0.014097955,"Electric Utilities","US",---
,"BQPCHB2","PR","Permian Resources Corp. Class A",15291670,$206131711.6,0.0139321971,"Oil & Gas Exploration & Production","US",---
,"B7XJTN8","QLYS","Qualys Inc.",1089633,$206125874.61,0.0139318026,"Systems Software","US",---
,"2098508","BIO","Bio-Rad Laboratories Inc. Class A",641218,$205760444.02,0.0139071036,"Life Sciences Tools & Services","US",---
,"BMV3LG4","APP","AppLovin Corp. Class A",5002517,$205753524.21,0.0139066359,"Application Software","US",---
,"B1YWR63","MASI","Masimo Corp.",1586564,$204571562.16,0.0138267484,"Health Care Equipment","US",---
,"B23DBK6","G","Genpact Ltd.",5684408,$204070247.2,0.0137928652,"Data Processing & Outsourced Services","BM",---
,"2675097","PNFP","Pinnacle Financial Partners Inc.",2305790,$203785720.2,0.0137736343,"Regional Banks","US",---
,"2616137","BRKR","Bruker Corp.",2847879,$203651827.29,0.0137645847,"Life Sciences Tools & Services","US",---
,"B1YWPP8","ENSG","Ensign Group Inc.",1792150,$202907223,0.0137142577,"Health Care Facilities","US",---
,"BNNTGF1","GXO","GXO Logistics Inc.",3731214,$202903417.32,0.0137140005,"Air Freight & Logistics","US",---
,"BP8XZL1","HQY","HealthEquity Inc.",2684311,$202880225.38,0.013712433,"Managed Health Care","US",---
,"2414580","HAS","Hasbro Inc.",4137875,$202548981.25,0.0136900446,"Leisure Products","US",---
,"2696838","FLR","Fluor Corp.",5370055,$202504774.05,0.0136870567,"Construction & Engineering","US",---
,"BLNN369","WFRD","Weatherford International plc",2256892,$202104678.6,0.0136600147,"Oil & Gas Equipment & Services","IE",---
,"BF108P4","WH","Wyndham Hotels & Resorts Inc.",2581257,$201157358.01,0.0135959865,"Hotels, Resorts & Cruise Lines","US",---
,"2658526","OLN","Olin Corp.",3853503,$200651901.21,0.0135618232,"Commodity Chemicals","US",---
,"BP0TQN6","HOOD","Robinhood Markets Inc. Class A",18661833,$200428086.42,0.0135466959,"Investment Banking & Brokerage","US",---
,"BYTQ6X1","APLS","Apellis Pharmaceuticals Inc.",3159574,$199969438.46,0.0135156964,"Biotechnology","US",---
,"2572303","MAT","Mattel Inc.",11175189,$199924131.21,0.0135126341,"Leisure Products","US",---
,"2766173","SIGI","Selective Insurance Group Inc.",1905273,$199786926.78,0.0135033606,"Property & Casualty Insurance","US",---
,"BYYHJL8","AGNC","AGNC Investment Corp.",20969314,$198789096.72,0.0134359185,"Mortgage REITs","US",---
,"BNFX071","SSB","SouthState Corp.",2385573,$198241116.3,0.0133988811,"Regional Banks","US",---
,"2208288","CGNX","Cognex Corp.",5439912,$196598419.68,0.0132878532,"Electronic Equipment & Instruments","US",---
,"BP0VMC3","UHAL.B","U-Haul Holding Co.",3075308,$196419921.96,0.0132757888,"Cargo Ground Transportation","US",---
,"BHCB0P4","ITCI","Intra-Cellular Therapies Inc.",2905161,$195633541.74,0.0132226383,"Pharmaceuticals","US",---
,"BYQ3PM7","HLI","Houlihan Lokey Inc. Class A",1630965,$195356987.7,0.0132039463,"Investment Banking & Brokerage","US",---
,"B7D65M0","GMED","Globus Medical Inc.",3693561,$194983085.19,0.0131786747,"Health Care Equipment","US",---
,"2989828","ZION","Zions Bancorp NA",4653495,$194981440.5,0.0131785635,"Regional Banks","US",---
,"BDT5KT5","INSP","Inspire Medical Systems Inc.",924331,$194913677.97,0.0131739835,"Health Care Equipment","US",---
,"B8QV5C9","RHP","Ryman Hospitality Properties Inc.",1773465,$194903803.5,0.0131733161,"Hotel & Resort REITs","US",---
,"2213204","CBSH","Commerce Bancshares Inc./MO",3736890,$194766706.8,0.0131640499,"Regional Banks","US",---
,"BP7L1B8","S","SentinelOne Inc. Class A",7261794,$194616079.2,0.0131538692,"Systems Software","US",---
,"B86QM90","BPOP","Popular Inc.",2272569,$194191021.05,0.01312514,"Regional Banks","PR",---
,"BPQWHP8","HR","Healthcare Trust of America Inc. Class A",12036511,$193908192.21,0.013106024,"Health Care REITs","US",---
,"BKM4S16","MSA","MSA Safety Inc.",1174066,$193756111.98,0.013095745,"Office Services & Supplies","US",---
,"2239556","CFR","Cullen/Frost Bankers Inc.",1820359,$193176497.08,0.0130565696,"Regional Banks","US",---
,"BMCM6P4","DUOL","Duolingo Inc.",1072535,$191865786.15,0.0129679802,"Education Services","US",---
,"2213260","CMC","Commercial Metals Co.",3667874,$191536380.28,0.012945716,"Steel","US",---
,"BP0V999","FYBR","Frontier Communications Parent Inc.",7726184,$190295911.92,0.0128618742,"Integrated Telecommunication Services","US",---
,"BMG9GG2","CIVI","Civitas Resources Inc.",2935857,$190272892.17,0.0128603184,"Oil & Gas Exploration & Production","US",---
,"BFD2WR8","AR","Antero Resources Corp.",8515071,$190226686.14,0.0128571953,"Oil & Gas Exploration & Production","US",---
,"2601326","MTH","Meritage Homes Corp.",1147071,$189966428.31,0.0128396048,"Homebuilding","US",---
,"2531832","LFUS","Littelfuse Inc.",782900,$189383510,0.0128002061,"Electronic Components","US",---
,"2475060","NSIT","Insight Enterprises Inc.",1025115,$189379745.1,0.0127999516,"Technology Distributors","US",---
,"BG0Q4Z2","JEF","Jefferies Financial Group Inc.",4643644,$189274929.44,0.0127928672,"Investment Banking & Brokerage","US",---
,"B3PQ520","STWD","Starwood Property Trust Inc.",9293957,$188946145.81,0.0127706451,"Mortgage REITs","US",---
,"BLDDYB1","CHRD","Chord Energy Corp.",1227659,$188764847.84,0.0127583914,"Oil & Gas Exploration & Production","US",---
,"BNYD4F8","CR","Crane Co.",1519380,$188570251.8,0.0127452389,"Industrial Machinery & Supplies & Compon","US",---
,"2960384","WHR","Whirlpool Corp.",1720327,$188410213.04,0.0127344221,"Household Appliances","US",---
,"2051404","ARW","Arrow Electronics Inc.",1690174,$187862840.1,0.0126974258,"Technology Distributors","US",---
,"2062161","ADC","Agree Realty Corp.",3134976,$186875919.36,0.012630721,"Retail REITs","US",---
,"2719070","RLI","RLI Corp.",1365248,$186178869.76,0.0125836083,"Property & Casualty Insurance","US",---
,"2002554","SNX","TD SYNNEX Corp.",1858768,$185839624.64,0.0125606791,"Technology Distributors","US",---
,"B7MSLL8","MTDR","Matador Resources Co.",3385466,$185828228.74,0.0125599088,"Oil & Gas Exploration & Production","US",---
,"B4NFPK4","FAF","First American Financial Corp.",3077769,$185743359.15,0.0125541726,"Property & Casualty Insurance","US",---
,"2425258","WTFC","Wintrust Financial Corp.",1915089,$185725331.22,0.0125529541,"Regional Banks","US",---
,"B1BHXZ2","EVR","Evercore Inc. Class A",1071887,$184075154.51,0.0124414206,"Investment Banking & Brokerage","US",---
,"BYSFJV8","PLNT","Planet Fitness Inc. Class A",2697369,$182773723.44,0.0123534585,"Leisure Facilities","US",---
,"BFZND98","SMAR","Smartsheet Inc. Class A",4056722,$182430788.34,0.0123302799,"Application Software","US",---
,"B0T7Z62","CROX","Crocs Inc.",1795708,$182228447.84,0.0123166039,"Footwear","US",---
,"2928683","VFC","VF Corp.",11014165,$181293155.9,0.0122533887,"Apparel, Accessories & Luxury Goods","US",---
,"2889876","THO","Thor Industries Inc.",1595888,$180367261.76,0.0121908086,"Automobile Manufacturers","US",---
,"BYSZB89","OMF","OneMain Holdings Inc",3774542,$179668199.2,0.0121435598,"Consumer Finance","US",---
,"B5B82X4","H","Hyatt Hotels Corp. Class A",1398619,$179540721.03,0.0121349437,"Hotels, Resorts & Cruise Lines","US",---
,"2949758","NXST","Nexstar Media Group Inc. Class A",1010266,$179534370.86,0.0121345145,"Broadcasting","US",---
,"BDHF495","ATKR","Atkore Inc.",1176310,$179422564.3,0.0121269576,"Electrical Components & Equipment","US",---
,"2611206","MUR","Murphy Oil Corp.",4634464,$179353756.8,0.012122307,"Oil & Gas Exploration & Production","US",---
,"2310257","PB","Prosperity Bancshares Inc.",2800179,$178959439.89,0.0120956556,"Regional Banks","US",---
,"B7MJWP2","BFAM","Bright Horizons Family Solutions Inc.",1810956,$177926427,0.0120258355,"Education Services","US",---
,"BMWF095","ZI","ZoomInfo Technologies Inc. Class A",11064011,$177466736.44,0.0119947655,"Interactive Media & Services","US",---
,"2598699","MHK","Mohawk Industries Inc.",1699514,$177174334.5,0.0119750024,"Home Furnishings","US",---
,"BJ1N1M9","CPRI","Capri Holdings Ltd.",3633721,$177107561.54,0.0119704893,"Apparel, Accessories & Luxury Goods","VG",---
,"2416779","HXL","Hexcel Corp.",2650411,$175960786.29,0.0118929801,"Aerospace & Defense","US",---
,"2821395","SON","Sonoco Products Co.",3090027,$175822536.3,0.011883636,"Paper & Plastic Packaging Products & Materials","US",---
,"2149309","BC","Brunswick Corp./DE",2176459,$175596712.12,0.0118683728,"Leisure Products","US",---
,"BKM5C62","OPCH","Option Care Health Inc.",5591805,$174687988.2,0.0118069532,"Health Care Services","US",---
,"B7F4TJ7","PBF","PBF Energy Inc. Class A",3445826,$174048671.26,0.0117637426,"Oil & Gas Refining & Marketing","US",---
,"BP2V812","AZPN","Aspen Technology Inc.",906524,$174043542.76,0.0117633959,"Application Software","US",---
,"2548616","MTG","MGIC Investment Corp.",8761114,$173820501.76,0.0117483209,"Commercial & Residential Mortgage Financ","US",---
,"BD8S5H8","NOVT","Novanta Inc.",1123352,$173614051.6,0.0117343671,"Electronic Equipment & Instruments","CA",---
,"BKY7X18","FIVN","Five9 Inc.",2288555,$173609782.3,0.0117340786,"Application Software","US",---
,"BFWGXR8","ESNT","Essent Group Ltd.",3142595,$173345540.2,0.0117162188,"Commercial & Residential Mortgage Financ","BM",---
,"BFMBMT8","ST","Sensata Technologies Holding plc",4779393,$172870644.81,0.0116841212,"Electrical Components & Equipment","GB",---
,"BKPVG43","AZEK","AZEK Co. Inc. Class A",4467128,$172252455.68,0.0116423385,"Building Products","US",---
,"BF7J7N6","TENB","Tenable Holdings Inc.",3655606,$172179042.6,0.0116373766,"Systems Software","US",---
,"BMDX9Z7","DV","DoubleVerify Holdings Inc.",4272689,$170950286.89,0.0115543265,"Application Software","US",---
,"2943620","WTS","Watts Water Technologies Inc. Class A",862631,$170809564.31,0.0115448152,"Industrial Machinery & Supplies & Compon","US",---
,"2898087","DVA","DaVita Inc.",1575983,$170458321.28,0.0115210751,"Health Care Services","US",---
,"BPLYVL3","LSXMK","Liberty Media Corp-Liberty SiriusXM",5606451,$170211852.36,0.0115044165,"Cable & Satellite","US",---
,"B4PZ892","ALSN","Allison Transmission Holdings Inc.",2801470,$169600993.8,0.0114631293,"Construction Machinery & Heavy Transport","US",---
,"BMW7N69","CHX","ChampionX Corp.",6149324,$168552970.84,0.0113922947,"Oil & Gas Equipment & Services","US",---
,"2974329","MSTR","MicroStrategy Inc. Class A",336191,$168502291.11,0.0113888693,"Application Software","US",---
,"B9BP4R1","BCC","Boise Cascade Co.",1243197,$168403465.62,0.0113821898,"Trading Companies & Distributors","US",---
,"BH4GV32","VNT","Vontier Corp.",4867172,$168355479.48,0.0113789465,"Electronic Equipment & Instruments","US",---
,"BMTX0G9","CRBG","Corebridge Financial Inc.",6923141,$167332317.97,0.0113097922,"Diversified Financial Services","US",---
,"B832462","TMHC","Taylor Morrison Home Corp.",3202939,$167001239.46,0.011287415,"Homebuilding","US",---
,"BYNF418","AA","Alcoa Corp.",5612231,$166963872.25,0.0112848894,"Aluminum","US",---
,"2526117","ATI","ATI Inc.",4042539,$165218568.93,0.0111669265,"Steel","US",---
,"B02TS99","BECN","Beacon Roofing Supply Inc.",1986162,$164632968.18,0.0111273464,"Trading Companies & Distributors","US",---
,"BQBBFD1","TKO","TKO Group Holdings Inc. Class A",1966536,$164579397.84,0.0111237256,"Movies & Entertainment","US",---
,"BMH4NJ8","SNV","Synovus Financial Corp.",4369694,$164562676.04,0.0111225954,"Regional Banks","US",---
,"2892807","TKR","Timken Co.",2007576,$164440550.16,0.0111143411,"Industrial Machinery & Supplies & Compon","US",---
,"2288406","FLS","Flowserve Corp.",4112321,$164204977.53,0.011098419,"Industrial Machinery & Supplies & Compon","US",---
,"BN7L880","DTM","DT Midstream Inc.",3056603,$164109015.07,0.011091933,"Oil & Gas Storage & Transportation","US",---
,"2609717","MLI","Mueller Industries Inc.",3394863,$162953424,0.011013828,"Industrial Machinery & Supplies & Compon","US",---
,"B3N4753","TRNO","Terreno Realty Corp.",2709368,$161830550.64,0.0109379343,"Industrial REITs","US",---
,"B4V9661","RL","Ralph Lauren Corp. Class A",1124662,$161580189.54,0.0109210127,"Apparel, Accessories & Luxury Goods","US",---
,"BCGCR79","SFM","Sprouts Farmers Market Inc.",3199276,$161147532.12,0.0108917699,"Food Retail","US",---
,"BJ1C2K1","ESI","Element Solutions Inc.",7241066,$160968897.18,0.0108796962,"Specialty Chemicals","US",---
,"BZ56Q65","OZK","Bank OZK",3567082,$160911069.02,0.0108757877,"Regional Banks","US",---
,"BNKVVY4","CNXC","Concentrix Corp.",1793593,$159396609.91,0.0107734272,"Data Processing & Outsourced Services","US",---
,"BRJ9GW0","RITM","Rithm Capital Corp.",14821697,$158592157.9,0.0107190552,"Mortgage REITs","US",---
,"BN2QTL0","NE","Noble Corp. plc",3569929,$157540966.77,0.0106480065,"Oil & Gas Drilling","GB",---
,"2345022","M","Macy's Inc.",8600916,$157310753.64,0.0106324466,"Broadline Retail","US",---
,"B19HNF4","GTLS","Chart Industries Inc.",1342263,$156668937.36,0.010589067,"Industrial Machinery & Supplies & Compon","US",---
,"2232793","SEE","Sealed Air Corp.",4533645,$156637434.75,0.0105869378,"Paper & Plastic Packaging Products & Materials","US",---
,"B04NJM9","DLB","Dolby Laboratories Inc. Class A",1871682,$155686508.76,0.0105226659,"Systems Software","US",---
,"2127899","AMG","Affiliated Managers Group Inc.",1044003,$155389406.52,0.0105025851,"Asset Management & Custody Banks","US",---
,"B07LST0","EXLS","ExlService Holdings Inc.",4960080,$155151302.4,0.0104864919,"Data Processing & Outsourced Services","US",---
,"2018669","MMS","Maximus Inc.",1910627,$154990062.24,0.0104755939,"Data Processing & Outsourced Services","US",---
,"BJLTMN5","ESAB","Esab Corp.",1798023,$154611997.77,0.0104500409,"Industrial Machinery & Supplies & Compon","US",---
